"","Estado","fuente","observaciones","ano","genero"
"534","Queretaro","SEMAR",NA,2012,"masculino"
"535","Quintana Roo","SEMAR",0,2012,"masculino"
"536","San Luis Potosi","SEMAR",NA,2012,"masculino"
"537","Sinaloa","SEMAR",19,2012,"masculino"
"538","Sonora","SEMAR",7,2012,"masculino"
"539","Tabasco","SEMAR",7,2012,"masculino"
"540","Tamaulipas","SEMAR",50,2012,"masculino"
"541","Tlaxcala","SEMAR",NA,2012,"masculino"
"542","Veracruz","SEMAR",173,2012,"masculino"
"543","Yucatan","SEMAR",0,2012,"masculino"
"544","Zacatecas","SEMAR",NA,2012,"masculino"
"545","Aguascalientes","OTRAS",1028,2012,"masculino"
"546","Baja California","OTRAS",639,2012,"masculino"
"547","Baja California Sur","OTRAS",NA,2012,"masculino"
"548","Campeche","OTRAS",25,2012,"masculino"
"549","Coahuila","OTRAS",715,2012,"masculino"
"550","Colima","OTRAS",42,2012,"masculino"
"551","Chiapas","OTRAS",112,2012,"masculino"
"552","Chihuahua","OTRAS",1617,2012,"masculino"
"553","Distrito Federal","OTRAS",721,2012,"masculino"
"554","Durango","OTRAS",354,2012,"masculino"
"555","Guanajuato","OTRAS",323,2012,"masculino"
"556","Guerrero","OTRAS",0,2012,"masculino"
"557","Hidalgo","OTRAS",26,2012,"masculino"
"558","Jalisco","OTRAS",3316,2012,"masculino"
"559","Mexico","OTRAS",3591,2012,"masculino"
"560","Michoacan","OTRAS",NA,2012,"masculino"
"561","Morelos","OTRAS",NA,2012,"masculino"
"562","Nayarit","OTRAS",29,2012,"masculino"
"563","Nuevo Leon","OTRAS",1063,2012,"masculino"
"564","Oaxaca","OTRAS",89,2012,"masculino"
"565","Puebla","OTRAS",585,2012,"masculino"
"566","Queretaro","OTRAS",186,2012,"masculino"
"567","Quintana Roo","OTRAS",0,2012,"masculino"
"568","San Luis Potosi","OTRAS",137,2012,"masculino"
"569","Sinaloa","OTRAS",692,2012,"masculino"
"570","Sonora","OTRAS",186,2012,"masculino"
"571","Tabasco","OTRAS",353,2012,"masculino"
"572","Tamaulipas","OTRAS",72,2012,"masculino"
"573","Tlaxcala","OTRAS",4,2012,"masculino"
"574","Veracruz","OTRAS",57,2012,"masculino"
"575","Yucatan","OTRAS",169,2012,"masculino"
"576","Zacatecas","OTRAS",102,2012,"masculino"
"577","Aguascalientes","SSA",703,2011,"masculino"
"578","Baja California","SSA",2293,2011,"masculino"
"579","Baja California Sur","SSA",323,2011,"masculino"
"580","Campeche","SSA",450,2011,"masculino"
"581","Coahuila","SSA",285,2011,"masculino"
"582","Colima","SSA",388,2011,"masculino"
"583","Chiapas","SSA",1788,2011,"masculino"
"584","Chihuahua","SSA",1722,2011,"masculino"
"585","Distrito Federal","SSA",5722,2011,"masculino"
"586","Durango","SSA",500,2011,"masculino"
"587","Guanajuato","SSA",3075,2011,"masculino"
"588","Guerrero","SSA",2358,2011,"masculino"
"589","Hidalgo","SSA",1422,2011,"masculino"
"590","Jalisco","SSA",2666,2011,"masculino"
"591","Mexico","SSA",9167,2011,"masculino"
"592","Michoacan","SSA",1634,2011,"masculino"
"593","Morelos","SSA",998,2011,"masculino"
"594","Nayarit","SSA",407,2011,"masculino"
"595","Nuevo Leon","SSA",1186,2011,"masculino"
"596","Oaxaca","SSA",1751,2011,"masculino"
"597","Puebla","SSA",1617,2011,"masculino"
"598","Queretaro","SSA",904,2011,"masculino"
"599","Quintana Roo","SSA",548,2011,"masculino"
"600","San Luis Potosi","SSA",1520,2011,"masculino"
"601","Sinaloa","SSA",2786,2011,"masculino"
"602","Sonora","SSA",892,2011,"masculino"
"603","Tabasco","SSA",991,2011,"masculino"
"604","Tamaulipas","SSA",1440,2011,"masculino"
"605","Tlaxcala","SSA",416,2011,"masculino"
"606","Veracruz","SSA",2520,2011,"masculino"
"607","Yucatan","SSA",485,2011,"masculino"
"608","Zacatecas","SSA",660,2011,"masculino"
"609","Aguascalientes","IMMS",580,2011,"masculino"
"610","Baja California","IMMS",3824,2011,"masculino"
"611","Baja California Sur","IMMS",449,2011,"masculino"
"612","Campeche","IMMS",237,2011,"masculino"
"613","Coahuila","IMMS",1614,2011,"masculino"
"614","Colima","IMMS",357,2011,"masculino"
"615","Chiapas","IMMS",1578,2011,"masculino"
"616","Chihuahua","IMMS",3496,2011,"masculino"
"617","Distrito Federal","IMMS",3331,2011,"masculino"
"618","Durango","IMMS",1331,2011,"masculino"
"619","Guanajuato","IMMS",2601,2011,"masculino"
"620","Guerrero","IMMS",1414,2011,"masculino"
"621","Hidalgo","IMMS",898,2011,"masculino"
"622","Jalisco","IMMS",6390,2011,"masculino"
"623","Mexico","IMMS",5149,2011,"masculino"
"624","Michoacan","IMMS",1696,2011,"masculino"
"625","Morelos","IMMS",2142,2011,"masculino"
"626","Nayarit","IMMS",481,2011,"masculino"
"627","Nuevo Leon","IMMS",3964,2011,"masculino"
"628","Oaxaca","IMMS",1056,2011,"masculino"
"629","Puebla","IMMS",2661,2011,"masculino"
"630","Queretaro","IMMS",816,2011,"masculino"
"631","Quintana Roo","IMMS",580,2011,"masculino"
"632","San Luis Potosi","IMMS",1941,2011,"masculino"
"633","Sinaloa","IMMS",2681,2011,"masculino"
"634","Sonora","IMMS",2667,2011,"masculino"
"635","Tabasco","IMMS",1454,2011,"masculino"
"636","Tamaulipas","IMMS",2183,2011,"masculino"
"637","Tlaxcala","IMMS",703,2011,"masculino"
"638","Veracruz","IMMS",4449,2011,"masculino"
"639","Yucatan","IMMS",1297,2011,"masculino"
"640","Zacatecas","IMMS",790,2011,"masculino"
"641","Aguascalientes","ISSSTE",387,2011,"masculino"
"642","Baja California","ISSSTE",410,2011,"masculino"
"643","Baja California Sur","ISSSTE",56,2011,"masculino"
"644","Campeche","ISSSTE",123,2011,"masculino"
"645","Coahuila","ISSSTE",2971,2011,"masculino"
"646","Colima","ISSSTE",11,2011,"masculino"
"647","Chiapas","ISSSTE",1189,2011,"masculino"
"648","Chihuahua","ISSSTE",442,2011,"masculino"
"649","Distrito Federal","ISSSTE",3577,2011,"masculino"
"650","Durango","ISSSTE",1439,2011,"masculino"
"651","Guanajuato","ISSSTE",490,2011,"masculino"
"652","Guerrero","ISSSTE",1547,2011,"masculino"
"653","Hidalgo","ISSSTE",564,2011,"masculino"
"654","Jalisco","ISSSTE",1605,2011,"masculino"
"655","Mexico","ISSSTE",2497,2011,"masculino"
"656","Michoacan","ISSSTE",1451,2011,"masculino"
"657","Morelos","ISSSTE",2260,2011,"masculino"
"658","Nayarit","ISSSTE",639,2011,"masculino"
"659","Nuevo Leon","ISSSTE",278,2011,"masculino"
"660","Oaxaca","ISSSTE",938,2011,"masculino"
"661","Puebla","ISSSTE",842,2011,"masculino"
"662","Queretaro","ISSSTE",213,2011,"masculino"
"663","Quintana Roo","ISSSTE",192,2011,"masculino"
"664","San Luis Potosi","ISSSTE",698,2011,"masculino"
"665","Sinaloa","ISSSTE",287,2011,"masculino"
"666","Sonora","ISSSTE",392,2011,"masculino"
"667","Tabasco","ISSSTE",351,2011,"masculino"
"668","Tamaulipas","ISSSTE",1762,2011,"masculino"
"669","Tlaxcala","ISSSTE",403,2011,"masculino"
"670","Veracruz","ISSSTE",1318,2011,"masculino"
"671","Yucatan","ISSSTE",458,2011,"masculino"
"672","Zacatecas","ISSSTE",129,2011,"masculino"
"673","Aguascalientes","IMMS",NA,2011,"masculino"
"674","Baja California","IMMS",85,2011,"masculino"
"675","Baja California Sur","IMMS",NA,2011,"masculino"
"676","Campeche","IMMS",76,2011,"masculino"
"677","Coahuila","IMMS",114,2011,"masculino"
"678","Colima","IMMS",NA,2011,"masculino"
"679","Chiapas","IMMS",401,2011,"masculino"
"680","Chihuahua","IMMS",102,2011,"masculino"
"681","Distrito Federal","IMMS",9,2011,"masculino"
"682","Durango","IMMS",154,2011,"masculino"
"683","Guanajuato","IMMS",27,2011,"masculino"
"684","Guerrero","IMMS",41,2011,"masculino"
"685","Hidalgo","IMMS",253,2011,"masculino"
"686","Jalisco","IMMS",6,2011,"masculino"
"687","Mexico","IMMS",76,2011,"masculino"
"688","Michoacan","IMMS",480,2011,"masculino"
"689","Morelos","IMMS",15,2011,"masculino"
"690","Nayarit","IMMS",140,2011,"masculino"
"691","Nuevo Leon","IMMS",1,2011,"masculino"
"692","Oaxaca","IMMS",651,2011,"masculino"
"693","Puebla","IMMS",501,2011,"masculino"
"694","Queretaro","IMMS",3,2011,"masculino"
"695","Quintana Roo","IMMS",NA,2011,"masculino"
"696","San Luis Potosi","IMMS",501,2011,"masculino"
"697","Sinaloa","IMMS",157,2011,"masculino"
"698","Sonora","IMMS",8,2011,"masculino"
"699","Tabasco","IMMS",NA,2011,"masculino"
"700","Tamaulipas","IMMS",134,2011,"masculino"
"701","Tlaxcala","IMMS",9,2011,"masculino"
"702","Veracruz","IMMS",839,2011,"masculino"
"703","Yucatan","IMMS",185,2011,"masculino"
"704","Zacatecas","IMMS",309,2011,"masculino"
"705","Aguascalientes","DIF",2,2011,"masculino"
"706","Baja California","DIF",NA,2011,"masculino"
"707","Baja California Sur","DIF",NA,2011,"masculino"
"708","Campeche","DIF",1,2011,"masculino"
"709","Coahuila","DIF",3,2011,"masculino"
"710","Colima","DIF",5,2011,"masculino"
"711","Chiapas","DIF",NA,2011,"masculino"
"712","Chihuahua","DIF",NA,2011,"masculino"
"713","Distrito Federal","DIF",94,2011,"masculino"
"714","Durango","DIF",0,2011,"masculino"
"715","Guanajuato","DIF",NA,2011,"masculino"
"716","Guerrero","DIF",NA,2011,"masculino"
"717","Hidalgo","DIF",0,2011,"masculino"
"718","Jalisco","DIF",45,2011,"masculino"
"719","Mexico","DIF",2110,2011,"masculino"
"720","Michoacan","DIF",NA,2011,"masculino"
"721","Morelos","DIF",NA,2011,"masculino"
"722","Nayarit","DIF",21,2011,"masculino"
"723","Nuevo Leon","DIF",NA,2011,"masculino"
"724","Oaxaca","DIF",20,2011,"masculino"
"725","Puebla","DIF",26,2011,"masculino"
"726","Queretaro","DIF",22,2011,"masculino"
"727","Quintana Roo","DIF",NA,2011,"masculino"
"728","San Luis Potosi","DIF",NA,2011,"masculino"
"729","Sinaloa","DIF",158,2011,"masculino"
"730","Sonora","DIF",NA,2011,"masculino"
"731","Tabasco","DIF",NA,2011,"masculino"
"732","Tamaulipas","DIF",2,2011,"masculino"
"733","Tlaxcala","DIF",40,2011,"masculino"
"734","Veracruz","DIF",24,2011,"masculino"
"735","Yucatan","DIF",6,2011,"masculino"
"736","Zacatecas","DIF",15,2011,"masculino"
"737","Aguascalientes","PEMEX",NA,2011,"masculino"
"738","Baja California","PEMEX",NA,2011,"masculino"
"739","Baja California Sur","PEMEX",NA,2011,"masculino"
"740","Campeche","PEMEX",30,2011,"masculino"
"741","Coahuila","PEMEX",NA,2011,"masculino"
"742","Colima","PEMEX",NA,2011,"masculino"
"743","Chiapas","PEMEX",28,2011,"masculino"
"744","Chihuahua","PEMEX",NA,2011,"masculino"
"745","Distrito Federal","PEMEX",134,2011,"masculino"
"746","Durango","PEMEX",NA,2011,"masculino"
"747","Guanajuato","PEMEX",58,2011,"masculino"
"748","Guerrero","PEMEX",NA,2011,"masculino"
"749","Hidalgo","PEMEX",55,2011,"masculino"
"750","Jalisco","PEMEX",10,2011,"masculino"
"751","Mexico","PEMEX",NA,2011,"masculino"
"752","Michoacan","PEMEX",NA,2011,"masculino"
"753","Morelos","PEMEX",NA,2011,"masculino"
"754","Nayarit","PEMEX",NA,2011,"masculino"
"755","Nuevo Leon","PEMEX",43,2011,"masculino"
"756","Oaxaca","PEMEX",82,2011,"masculino"
"757","Puebla","PEMEX",35,2011,"masculino"
"758","Queretaro","PEMEX",NA,2011,"masculino"
"759","Quintana Roo","PEMEX",NA,2011,"masculino"
"760","San Luis Potosi","PEMEX",2,2011,"masculino"
"761","Sinaloa","PEMEX",4,2011,"masculino"
"762","Sonora","PEMEX",NA,2011,"masculino"
"763","Tabasco","PEMEX",251,2011,"masculino"
"764","Tamaulipas","PEMEX",136,2011,"masculino"
"765","Tlaxcala","PEMEX",NA,2011,"masculino"
"766","Veracruz","PEMEX",459,2011,"masculino"
"767","Yucatan","PEMEX",NA,2011,"masculino"
"768","Zacatecas","PEMEX",NA,2011,"masculino"
"769","Aguascalientes","SEDENA",1,2011,"masculino"
"770","Baja California","SEDENA",4,2011,"masculino"
"771","Baja California Sur","SEDENA",1,2011,"masculino"
"772","Campeche","SEDENA",2,2011,"masculino"
"773","Coahuila","SEDENA",2,2011,"masculino"
"774","Colima","SEDENA",1,2011,"masculino"
"775","Chiapas","SEDENA",64,2011,"masculino"
"776","Chihuahua","SEDENA",37,2011,"masculino"
"777","Distrito Federal","SEDENA",145,2011,"masculino"
"778","Durango","SEDENA",3,2011,"masculino"
"779","Guanajuato","SEDENA",28,2011,"masculino"
"780","Guerrero","SEDENA",52,2011,"masculino"
"781","Hidalgo","SEDENA",1,2011,"masculino"
"782","Jalisco","SEDENA",17,2011,"masculino"
"783","Mexico","SEDENA",307,2011,"masculino"
"784","Michoacan","SEDENA",0,2011,"masculino"
"785","Morelos","SEDENA",2,2011,"masculino"
"786","Nayarit","SEDENA",0,2011,"masculino"
"787","Nuevo Leon","SEDENA",42,2011,"masculino"
"788","Oaxaca","SEDENA",12,2011,"masculino"
"789","Puebla","SEDENA",2,2011,"masculino"
"790","Queretaro","SEDENA",17,2011,"masculino"
"791","Quintana Roo","SEDENA",1,2011,"masculino"
"792","San Luis Potosi","SEDENA",24,2011,"masculino"
"793","Sinaloa","SEDENA",5,2011,"masculino"
"794","Sonora","SEDENA",0,2011,"masculino"
"795","Tabasco","SEDENA",66,2011,"masculino"
"796","Tamaulipas","SEDENA",6,2011,"masculino"
"797","Tlaxcala","SEDENA",1,2011,"masculino"
"798","Veracruz","SEDENA",121,2011,"masculino"
"799","Yucatan","SEDENA",32,2011,"masculino"
"800","Zacatecas","SEDENA",0,2011,"masculino"
"801","Aguascalientes","SEMAR",NA,2011,"masculino"
"802","Baja California","SEMAR",3,2011,"masculino"
"803","Baja California Sur","SEMAR",1,2011,"masculino"
"804","Campeche","SEMAR",13,2011,"masculino"
"805","Coahuila","SEMAR",NA,2011,"masculino"
"806","Colima","SEMAR",4,2011,"masculino"
"807","Chiapas","SEMAR",12,2011,"masculino"
"808","Chihuahua","SEMAR",NA,2011,"masculino"
"809","Distrito Federal","SEMAR",45,2011,"masculino"
"810","Durango","SEMAR",NA,2011,"masculino"
"811","Guanajuato","SEMAR",NA,2011,"masculino"
"812","Guerrero","SEMAR",87,2011,"masculino"
"813","Hidalgo","SEMAR",NA,2011,"masculino"
"814","Jalisco","SEMAR",10,2011,"masculino"
"815","Mexico","SEMAR",NA,2011,"masculino"
"816","Michoacan","SEMAR",2,2011,"masculino"
"817","Morelos","SEMAR",NA,2011,"masculino"
"818","Nayarit","SEMAR",0,2011,"masculino"
"819","Nuevo Leon","SEMAR",NA,2011,"masculino"
"820","Oaxaca","SEMAR",5,2011,"masculino"
"821","Puebla","SEMAR",NA,2011,"masculino"
"822","Queretaro","SEMAR",NA,2011,"masculino"
"823","Quintana Roo","SEMAR",0,2011,"masculino"
"824","San Luis Potosi","SEMAR",NA,2011,"masculino"
"825","Sinaloa","SEMAR",22,2011,"masculino"
"826","Sonora","SEMAR",1,2011,"masculino"
"827","Tabasco","SEMAR",14,2011,"masculino"
"828","Tamaulipas","SEMAR",46,2011,"masculino"
"829","Tlaxcala","SEMAR",NA,2011,"masculino"
"830","Veracruz","SEMAR",230,2011,"masculino"
"831","Yucatan","SEMAR",0,2011,"masculino"
"832","Zacatecas","SEMAR",NA,2011,"masculino"
"833","Aguascalientes","OTRAS",902,2011,"masculino"
"834","Baja California","OTRAS",709,2011,"masculino"
"835","Baja California Sur","OTRAS",NA,2011,"masculino"
"836","Campeche","OTRAS",1,2011,"masculino"
"837","Coahuila","OTRAS",642,2011,"masculino"
"838","Colima","OTRAS",45,2011,"masculino"
"839","Chiapas","OTRAS",83,2011,"masculino"
"840","Chihuahua","OTRAS",1483,2011,"masculino"
"841","Distrito Federal","OTRAS",752,2011,"masculino"
"842","Durango","OTRAS",417,2011,"masculino"
"843","Guanajuato","OTRAS",384,2011,"masculino"
"844","Guerrero","OTRAS",0,2011,"masculino"
"845","Hidalgo","OTRAS",24,2011,"masculino"
"846","Jalisco","OTRAS",3764,2011,"masculino"
"847","Mexico","OTRAS",4686,2011,"masculino"
"848","Michoacan","OTRAS",NA,2011,"masculino"
"849","Morelos","OTRAS",NA,2011,"masculino"
"850","Nayarit","OTRAS",29,2011,"masculino"
"851","Nuevo Leon","OTRAS",1734,2011,"masculino"
"852","Oaxaca","OTRAS",42,2011,"masculino"
"853","Puebla","OTRAS",595,2011,"masculino"
"854","Queretaro","OTRAS",65,2011,"masculino"
"855","Quintana Roo","OTRAS",0,2011,"masculino"
"856","San Luis Potosi","OTRAS",76,2011,"masculino"
"857","Sinaloa","OTRAS",504,2011,"masculino"
"858","Sonora","OTRAS",124,2011,"masculino"
"859","Tabasco","OTRAS",293,2011,"masculino"
"860","Tamaulipas","OTRAS",28,2011,"masculino"
"861","Tlaxcala","OTRAS",32,2011,"masculino"
"862","Veracruz","OTRAS",37,2011,"masculino"
"863","Yucatan","OTRAS",327,2011,"masculino"
"864","Zacatecas","OTRAS",78,2011,"masculino"
"865","Aguascalientes","SSA",682,2010,"masculino"
"866","Baja California","SSA",1735,2010,"masculino"
"867","Baja California Sur","SSA",236,2010,"masculino"
"868","Campeche","SSA",424,2010,"masculino"
"869","Coahuila","SSA",338,2010,"masculino"
"870","Colima","SSA",346,2010,"masculino"
"871","Chiapas","SSA",1569,2010,"masculino"
"872","Chihuahua","SSA",1574,2010,"masculino"
"873","Distrito Federal","SSA",4660,2010,"masculino"
"874","Durango","SSA",493,2010,"masculino"
"875","Guanajuato","SSA",2982,2010,"masculino"
"876","Guerrero","SSA",1898,2010,"masculino"
"877","Hidalgo","SSA",1111,2010,"masculino"
"878","Jalisco","SSA",2807,2010,"masculino"
"879","Mexico","SSA",8955,2010,"masculino"
"880","Michoacan","SSA",1300,2010,"masculino"
"881","Morelos","SSA",897,2010,"masculino"
"882","Nayarit","SSA",361,2010,"masculino"
"883","Nuevo Leon","SSA",1042,2010,"masculino"
"884","Oaxaca","SSA",2110,2010,"masculino"
"885","Puebla","SSA",1251,2010,"masculino"
"886","Queretaro","SSA",1065,2010,"masculino"
"887","Quintana Roo","SSA",373,2010,"masculino"
"888","San Luis Potosi","SSA",1408,2010,"masculino"
"889","Sinaloa","SSA",2311,2010,"masculino"
"890","Sonora","SSA",769,2010,"masculino"
"891","Tabasco","SSA",1025,2010,"masculino"
"892","Tamaulipas","SSA",1357,2010,"masculino"
"893","Tlaxcala","SSA",467,2010,"masculino"
"894","Veracruz","SSA",2367,2010,"masculino"
"895","Yucatan","SSA",576,2010,"masculino"
"896","Zacatecas","SSA",543,2010,"masculino"
"897","Aguascalientes","IMMS",484,2010,"masculino"
"898","Baja California","IMMS",3631,2010,"masculino"
"899","Baja California Sur","IMMS",521,2010,"masculino"
"900","Campeche","IMMS",259,2010,"masculino"
"901","Coahuila","IMMS",3002,2010,"masculino"
"902","Colima","IMMS",386,2010,"masculino"
"903","Chiapas","IMMS",1433,2010,"masculino"
"904","Chihuahua","IMMS",3899,2010,"masculino"
"905","Distrito Federal","IMMS",4528,2010,"masculino"
"906","Durango","IMMS",1341,2010,"masculino"
"907","Guanajuato","IMMS",2697,2010,"masculino"
"908","Guerrero","IMMS",1453,2010,"masculino"
"909","Hidalgo","IMMS",839,2010,"masculino"
"910","Jalisco","IMMS",6064,2010,"masculino"
"911","Mexico","IMMS",7453,2010,"masculino"
"912","Michoacan","IMMS",2148,2010,"masculino"
"913","Morelos","IMMS",2142,2010,"masculino"
"914","Nayarit","IMMS",453,2010,"masculino"
"915","Nuevo Leon","IMMS",3884,2010,"masculino"
"916","Oaxaca","IMMS",1082,2010,"masculino"
"917","Puebla","IMMS",2672,2010,"masculino"
"918","Queretaro","IMMS",894,2010,"masculino"
"919","Quintana Roo","IMMS",632,2010,"masculino"
"920","San Luis Potosi","IMMS",2036,2010,"masculino"
"921","Sinaloa","IMMS",2316,2010,"masculino"
"922","Sonora","IMMS",2781,2010,"masculino"
"923","Tabasco","IMMS",1426,2010,"masculino"
"924","Tamaulipas","IMMS",2528,2010,"masculino"
"925","Tlaxcala","IMMS",668,2010,"masculino"
"926","Veracruz","IMMS",4501,2010,"masculino"
"927","Yucatan","IMMS",1722,2010,"masculino"
"928","Zacatecas","IMMS",816,2010,"masculino"
"929","Aguascalientes","ISSSTE",136,2010,"masculino"
"930","Baja California","ISSSTE",369,2010,"masculino"
"931","Baja California Sur","ISSSTE",77,2010,"masculino"
"932","Campeche","ISSSTE",137,2010,"masculino"
"933","Coahuila","ISSSTE",833,2010,"masculino"
"934","Colima","ISSSTE",14,2010,"masculino"
"935","Chiapas","ISSSTE",1144,2010,"masculino"
"936","Chihuahua","ISSSTE",479,2010,"masculino"
"937","Distrito Federal","ISSSTE",4176,2010,"masculino"
"938","Durango","ISSSTE",1255,2010,"masculino"
"939","Guanajuato","ISSSTE",342,2010,"masculino"
"940","Guerrero","ISSSTE",1676,2010,"masculino"
"941","Hidalgo","ISSSTE",491,2010,"masculino"
"942","Jalisco","ISSSTE",1318,2010,"masculino"
"943","Mexico","ISSSTE",2505,2010,"masculino"
"944","Michoacan","ISSSTE",2445,2010,"masculino"
"945","Morelos","ISSSTE",1088,2010,"masculino"
"946","Nayarit","ISSSTE",622,2010,"masculino"
"947","Nuevo Leon","ISSSTE",264,2010,"masculino"
"948","Oaxaca","ISSSTE",1147,2010,"masculino"
"949","Puebla","ISSSTE",1606,2010,"masculino"
"950","Queretaro","ISSSTE",238,2010,"masculino"
"951","Quintana Roo","ISSSTE",335,2010,"masculino"
"952","San Luis Potosi","ISSSTE",825,2010,"masculino"
"953","Sinaloa","ISSSTE",262,2010,"masculino"
"954","Sonora","ISSSTE",342,2010,"masculino"
"955","Tabasco","ISSSTE",354,2010,"masculino"
"956","Tamaulipas","ISSSTE",1918,2010,"masculino"
"957","Tlaxcala","ISSSTE",496,2010,"masculino"
"958","Veracruz","ISSSTE",1014,2010,"masculino"
"959","Yucatan","ISSSTE",561,2010,"masculino"
"960","Zacatecas","ISSSTE",138,2010,"masculino"
"961","Aguascalientes","IMMS",NA,2010,"masculino"
"962","Baja California","IMMS",74,2010,"masculino"
"963","Baja California Sur","IMMS",NA,2010,"masculino"
"964","Campeche","IMMS",63,2010,"masculino"
"965","Coahuila","IMMS",120,2010,"masculino"
"966","Colima","IMMS",NA,2010,"masculino"
"967","Chiapas","IMMS",336,2010,"masculino"
"968","Chihuahua","IMMS",109,2010,"masculino"
"969","Distrito Federal","IMMS",2,2010,"masculino"
"970","Durango","IMMS",91,2010,"masculino"
"971","Guanajuato","IMMS",8,2010,"masculino"
"972","Guerrero","IMMS",22,2010,"masculino"
"973","Hidalgo","IMMS",208,2010,"masculino"
"974","Jalisco","IMMS",3,2010,"masculino"
"975","Mexico","IMMS",6,2010,"masculino"
"976","Michoacan","IMMS",417,2010,"masculino"
