"","Estado","fuente","observaciones","ano","genero"
"1261","Hidalgo","IMMS",173,2009,"masculino"
"1262","Jalisco","IMMS",7,2009,"masculino"
"1263","Mexico","IMMS",3,2009,"masculino"
"1264","Michoacan","IMMS",389,2009,"masculino"
"1265","Morelos","IMMS",12,2009,"masculino"
"1266","Nayarit","IMMS",39,2009,"masculino"
"1267","Nuevo Leon","IMMS",4,2009,"masculino"
"1268","Oaxaca","IMMS",490,2009,"masculino"
"1269","Puebla","IMMS",328,2009,"masculino"
"1270","Queretaro","IMMS",5,2009,"masculino"
"1271","Quintana Roo","IMMS",NA,2009,"masculino"
"1272","San Luis Potosi","IMMS",392,2009,"masculino"
"1273","Sinaloa","IMMS",77,2009,"masculino"
"1274","Sonora","IMMS",1,2009,"masculino"
"1275","Tabasco","IMMS",NA,2009,"masculino"
"1276","Tamaulipas","IMMS",102,2009,"masculino"
"1277","Tlaxcala","IMMS",2,2009,"masculino"
"1278","Veracruz","IMMS",630,2009,"masculino"
"1279","Yucatan","IMMS",136,2009,"masculino"
"1280","Zacatecas","IMMS",161,2009,"masculino"
"1281","Aguascalientes","DIF",15,2009,"masculino"
"1282","Baja California","DIF",NA,2009,"masculino"
"1283","Baja California Sur","DIF",NA,2009,"masculino"
"1284","Campeche","DIF",8,2009,"masculino"
"1285","Coahuila","DIF",5,2009,"masculino"
"1286","Colima","DIF",0,2009,"masculino"
"1287","Chiapas","DIF",NA,2009,"masculino"
"1288","Chihuahua","DIF",NA,2009,"masculino"
"1289","Distrito Federal","DIF",173,2009,"masculino"
"1290","Durango","DIF",0,2009,"masculino"
"1291","Guanajuato","DIF",NA,2009,"masculino"
"1292","Guerrero","DIF",NA,2009,"masculino"
"1293","Hidalgo","DIF",0,2009,"masculino"
"1294","Jalisco","DIF",35,2009,"masculino"
"1295","Mexico","DIF",1739,2009,"masculino"
"1296","Michoacan","DIF",NA,2009,"masculino"
"1297","Morelos","DIF",NA,2009,"masculino"
"1298","Nayarit","DIF",32,2009,"masculino"
"1299","Nuevo Leon","DIF",NA,2009,"masculino"
"1300","Oaxaca","DIF",22,2009,"masculino"
"1301","Puebla","DIF",488,2009,"masculino"
"1302","Queretaro","DIF",46,2009,"masculino"
"1303","Quintana Roo","DIF",NA,2009,"masculino"
"1304","San Luis Potosi","DIF",NA,2009,"masculino"
"1305","Sinaloa","DIF",193,2009,"masculino"
"1306","Sonora","DIF",NA,2009,"masculino"
"1307","Tabasco","DIF",NA,2009,"masculino"
"1308","Tamaulipas","DIF",0,2009,"masculino"
"1309","Tlaxcala","DIF",0,2009,"masculino"
"1310","Veracruz","DIF",28,2009,"masculino"
"1311","Yucatan","DIF",7,2009,"masculino"
"1312","Zacatecas","DIF",18,2009,"masculino"
"1313","Aguascalientes","PEMEX",NA,2009,"masculino"
"1314","Baja California","PEMEX",NA,2009,"masculino"
"1315","Baja California Sur","PEMEX",NA,2009,"masculino"
"1316","Campeche","PEMEX",2,2009,"masculino"
"1317","Coahuila","PEMEX",NA,2009,"masculino"
"1318","Colima","PEMEX",NA,2009,"masculino"
"1319","Chiapas","PEMEX",84,2009,"masculino"
"1320","Chihuahua","PEMEX",NA,2009,"masculino"
"1321","Distrito Federal","PEMEX",106,2009,"masculino"
"1322","Durango","PEMEX",NA,2009,"masculino"
"1323","Guanajuato","PEMEX",18,2009,"masculino"
"1324","Guerrero","PEMEX",NA,2009,"masculino"
"1325","Hidalgo","PEMEX",53,2009,"masculino"
"1326","Jalisco","PEMEX",15,2009,"masculino"
"1327","Mexico","PEMEX",NA,2009,"masculino"
"1328","Michoacan","PEMEX",NA,2009,"masculino"
"1329","Morelos","PEMEX",NA,2009,"masculino"
"1330","Nayarit","PEMEX",NA,2009,"masculino"
"1331","Nuevo Leon","PEMEX",84,2009,"masculino"
"1332","Oaxaca","PEMEX",81,2009,"masculino"
"1333","Puebla","PEMEX",47,2009,"masculino"
"1334","Queretaro","PEMEX",NA,2009,"masculino"
"1335","Quintana Roo","PEMEX",NA,2009,"masculino"
"1336","San Luis Potosi","PEMEX",4,2009,"masculino"
"1337","Sinaloa","PEMEX",5,2009,"masculino"
"1338","Sonora","PEMEX",NA,2009,"masculino"
"1339","Tabasco","PEMEX",374,2009,"masculino"
"1340","Tamaulipas","PEMEX",178,2009,"masculino"
"1341","Tlaxcala","PEMEX",NA,2009,"masculino"
"1342","Veracruz","PEMEX",265,2009,"masculino"
"1343","Yucatan","PEMEX",NA,2009,"masculino"
"1344","Zacatecas","PEMEX",NA,2009,"masculino"
"1345","Aguascalientes","SEDENA",58,2009,"masculino"
"1346","Baja California","SEDENA",14,2009,"masculino"
"1347","Baja California Sur","SEDENA",0,2009,"masculino"
"1348","Campeche","SEDENA",4,2009,"masculino"
"1349","Coahuila","SEDENA",16,2009,"masculino"
"1350","Colima","SEDENA",0,2009,"masculino"
"1351","Chiapas","SEDENA",5,2009,"masculino"
"1352","Chihuahua","SEDENA",136,2009,"masculino"
"1353","Distrito Federal","SEDENA",202,2009,"masculino"
"1354","Durango","SEDENA",7,2009,"masculino"
"1355","Guanajuato","SEDENA",66,2009,"masculino"
"1356","Guerrero","SEDENA",7,2009,"masculino"
"1357","Hidalgo","SEDENA",6,2009,"masculino"
"1358","Jalisco","SEDENA",8,2009,"masculino"
"1359","Mexico","SEDENA",185,2009,"masculino"
"1360","Michoacan","SEDENA",0,2009,"masculino"
"1361","Morelos","SEDENA",40,2009,"masculino"
"1362","Nayarit","SEDENA",0,2009,"masculino"
"1363","Nuevo Leon","SEDENA",33,2009,"masculino"
"1364","Oaxaca","SEDENA",148,2009,"masculino"
"1365","Puebla","SEDENA",1,2009,"masculino"
"1366","Queretaro","SEDENA",23,2009,"masculino"
"1367","Quintana Roo","SEDENA",10,2009,"masculino"
"1368","San Luis Potosi","SEDENA",25,2009,"masculino"
"1369","Sinaloa","SEDENA",3,2009,"masculino"
"1370","Sonora","SEDENA",22,2009,"masculino"
"1371","Tabasco","SEDENA",6,2009,"masculino"
"1372","Tamaulipas","SEDENA",19,2009,"masculino"
"1373","Tlaxcala","SEDENA",3,2009,"masculino"
"1374","Veracruz","SEDENA",62,2009,"masculino"
"1375","Yucatan","SEDENA",0,2009,"masculino"
"1376","Zacatecas","SEDENA",0,2009,"masculino"
"1377","Aguascalientes","SEMAR",NA,2009,"masculino"
"1378","Baja California","SEMAR",0,2009,"masculino"
"1379","Baja California Sur","SEMAR",12,2009,"masculino"
"1380","Campeche","SEMAR",11,2009,"masculino"
"1381","Coahuila","SEMAR",NA,2009,"masculino"
"1382","Colima","SEMAR",8,2009,"masculino"
"1383","Chiapas","SEMAR",11,2009,"masculino"
"1384","Chihuahua","SEMAR",NA,2009,"masculino"
"1385","Distrito Federal","SEMAR",30,2009,"masculino"
"1386","Durango","SEMAR",NA,2009,"masculino"
"1387","Guanajuato","SEMAR",NA,2009,"masculino"
"1388","Guerrero","SEMAR",5,2009,"masculino"
"1389","Hidalgo","SEMAR",NA,2009,"masculino"
"1390","Jalisco","SEMAR",1,2009,"masculino"
"1391","Mexico","SEMAR",NA,2009,"masculino"
"1392","Michoacan","SEMAR",3,2009,"masculino"
"1393","Morelos","SEMAR",NA,2009,"masculino"
"1394","Nayarit","SEMAR",41,2009,"masculino"
"1395","Nuevo Leon","SEMAR",NA,2009,"masculino"
"1396","Oaxaca","SEMAR",14,2009,"masculino"
"1397","Puebla","SEMAR",NA,2009,"masculino"
"1398","Queretaro","SEMAR",NA,2009,"masculino"
"1399","Quintana Roo","SEMAR",3,2009,"masculino"
"1400","San Luis Potosi","SEMAR",NA,2009,"masculino"
"1401","Sinaloa","SEMAR",49,2009,"masculino"
"1402","Sonora","SEMAR",13,2009,"masculino"
"1403","Tabasco","SEMAR",7,2009,"masculino"
"1404","Tamaulipas","SEMAR",25,2009,"masculino"
"1405","Tlaxcala","SEMAR",NA,2009,"masculino"
"1406","Veracruz","SEMAR",158,2009,"masculino"
"1407","Yucatan","SEMAR",2,2009,"masculino"
"1408","Zacatecas","SEMAR",NA,2009,"masculino"
"1409","Aguascalientes","OTRAS",84,2009,"masculino"
"1410","Baja California","OTRAS",515,2009,"masculino"
"1411","Baja California Sur","OTRAS",NA,2009,"masculino"
"1412","Campeche","OTRAS",10,2009,"masculino"
"1413","Coahuila","OTRAS",2067,2009,"masculino"
"1414","Colima","OTRAS",27,2009,"masculino"
"1415","Chiapas","OTRAS",0,2009,"masculino"
"1416","Chihuahua","OTRAS",1507,2009,"masculino"
"1417","Distrito Federal","OTRAS",792,2009,"masculino"
"1418","Durango","OTRAS",127,2009,"masculino"
"1419","Guanajuato","OTRAS",457,2009,"masculino"
"1420","Guerrero","OTRAS",NA,2009,"masculino"
"1421","Hidalgo","OTRAS",16,2009,"masculino"
"1422","Jalisco","OTRAS",3505,2009,"masculino"
"1423","Mexico","OTRAS",2477,2009,"masculino"
"1424","Michoacan","OTRAS",NA,2009,"masculino"
"1425","Morelos","OTRAS",NA,2009,"masculino"
"1426","Nayarit","OTRAS",26,2009,"masculino"
"1427","Nuevo Leon","OTRAS",2774,2009,"masculino"
"1428","Oaxaca","OTRAS",58,2009,"masculino"
"1429","Puebla","OTRAS",544,2009,"masculino"
"1430","Queretaro","OTRAS",43,2009,"masculino"
"1431","Quintana Roo","OTRAS",NA,2009,"masculino"
"1432","San Luis Potosi","OTRAS",32,2009,"masculino"
"1433","Sinaloa","OTRAS",733,2009,"masculino"
"1434","Sonora","OTRAS",33,2009,"masculino"
"1435","Tabasco","OTRAS",476,2009,"masculino"
"1436","Tamaulipas","OTRAS",52,2009,"masculino"
"1437","Tlaxcala","OTRAS",40,2009,"masculino"
"1438","Veracruz","OTRAS",NA,2009,"masculino"
"1439","Yucatan","OTRAS",600,2009,"masculino"
"1440","Zacatecas","OTRAS",17,2009,"masculino"
"1441","Aguascalientes","SSA",558,2008,"masculino"
"1442","Baja California","SSA",1698,2008,"masculino"
"1443","Baja California Sur","SSA",331,2008,"masculino"
"1444","Campeche","SSA",336,2008,"masculino"
"1445","Coahuila","SSA",408,2008,"masculino"
"1446","Colima","SSA",374,2008,"masculino"
"1447","Chiapas","SSA",1658,2008,"masculino"
"1448","Chihuahua","SSA",1445,2008,"masculino"
"1449","Distrito Federal","SSA",4757,2008,"masculino"
"1450","Durango","SSA",388,2008,"masculino"
"1451","Guanajuato","SSA",2930,2008,"masculino"
"1452","Guerrero","SSA",1980,2008,"masculino"
"1453","Hidalgo","SSA",1270,2008,"masculino"
"1454","Jalisco","SSA",3159,2008,"masculino"
"1455","Mexico","SSA",7498,2008,"masculino"
"1456","Michoacan","SSA",1327,2008,"masculino"
"1457","Morelos","SSA",1033,2008,"masculino"
"1458","Nayarit","SSA",510,2008,"masculino"
"1459","Nuevo Leon","SSA",1194,2008,"masculino"
"1460","Oaxaca","SSA",2183,2008,"masculino"
"1461","Puebla","SSA",1302,2008,"masculino"
"1462","Queretaro","SSA",632,2008,"masculino"
"1463","Quintana Roo","SSA",428,2008,"masculino"
"1464","San Luis Potosi","SSA",1441,2008,"masculino"
"1465","Sinaloa","SSA",2714,2008,"masculino"
"1466","Sonora","SSA",778,2008,"masculino"
"1467","Tabasco","SSA",1240,2008,"masculino"
"1468","Tamaulipas","SSA",1620,2008,"masculino"
"1469","Tlaxcala","SSA",611,2008,"masculino"
"1470","Veracruz","SSA",2856,2008,"masculino"
"1471","Yucatan","SSA",725,2008,"masculino"
"1472","Zacatecas","SSA",646,2008,"masculino"
"1473","Aguascalientes","IMMS",426,2008,"masculino"
"1474","Baja California","IMMS",2641,2008,"masculino"
"1475","Baja California Sur","IMMS",652,2008,"masculino"
"1476","Campeche","IMMS",223,2008,"masculino"
"1477","Coahuila","IMMS",2914,2008,"masculino"
"1478","Colima","IMMS",558,2008,"masculino"
"1479","Chiapas","IMMS",1160,2008,"masculino"
"1480","Chihuahua","IMMS",3268,2008,"masculino"
"1481","Distrito Federal","IMMS",3800,2008,"masculino"
"1482","Durango","IMMS",1339,2008,"masculino"
"1483","Guanajuato","IMMS",2185,2008,"masculino"
"1484","Guerrero","IMMS",1808,2008,"masculino"
"1485","Hidalgo","IMMS",827,2008,"masculino"
"1486","Jalisco","IMMS",5175,2008,"masculino"
"1487","Mexico","IMMS",6982,2008,"masculino"
"1488","Michoacan","IMMS",1642,2008,"masculino"
"1489","Morelos","IMMS",1689,2008,"masculino"
"1490","Nayarit","IMMS",343,2008,"masculino"
"1491","Nuevo Leon","IMMS",3491,2008,"masculino"
"1492","Oaxaca","IMMS",894,2008,"masculino"
"1493","Puebla","IMMS",3055,2008,"masculino"
"1494","Queretaro","IMMS",805,2008,"masculino"
"1495","Quintana Roo","IMMS",566,2008,"masculino"
"1496","San Luis Potosi","IMMS",1740,2008,"masculino"
"1497","Sinaloa","IMMS",2013,2008,"masculino"
"1498","Sonora","IMMS",2288,2008,"masculino"
"1499","Tabasco","IMMS",753,2008,"masculino"
"1500","Tamaulipas","IMMS",2362,2008,"masculino"
"1501","Tlaxcala","IMMS",600,2008,"masculino"
"1502","Veracruz","IMMS",3871,2008,"masculino"
"1503","Yucatan","IMMS",1946,2008,"masculino"
"1504","Zacatecas","IMMS",633,2008,"masculino"
"1505","Aguascalientes","ISSSTE",75,2008,"masculino"
"1506","Baja California","ISSSTE",238,2008,"masculino"
"1507","Baja California Sur","ISSSTE",98,2008,"masculino"
"1508","Campeche","ISSSTE",85,2008,"masculino"
"1509","Coahuila","ISSSTE",938,2008,"masculino"
"1510","Colima","ISSSTE",18,2008,"masculino"
"1511","Chiapas","ISSSTE",971,2008,"masculino"
"1512","Chihuahua","ISSSTE",314,2008,"masculino"
"1513","Distrito Federal","ISSSTE",4310,2008,"masculino"
"1514","Durango","ISSSTE",566,2008,"masculino"
"1515","Guanajuato","ISSSTE",340,2008,"masculino"
"1516","Guerrero","ISSSTE",1344,2008,"masculino"
"1517","Hidalgo","ISSSTE",435,2008,"masculino"
"1518","Jalisco","ISSSTE",1034,2008,"masculino"
"1519","Mexico","ISSSTE",2196,2008,"masculino"
"1520","Michoacan","ISSSTE",1784,2008,"masculino"
"1521","Morelos","ISSSTE",1541,2008,"masculino"
"1522","Nayarit","ISSSTE",458,2008,"masculino"
"1523","Nuevo Leon","ISSSTE",164,2008,"masculino"
"1524","Oaxaca","ISSSTE",818,2008,"masculino"
"1525","Puebla","ISSSTE",1521,2008,"masculino"
"1526","Queretaro","ISSSTE",142,2008,"masculino"
"1527","Quintana Roo","ISSSTE",188,2008,"masculino"
"1528","San Luis Potosi","ISSSTE",419,2008,"masculino"
"1529","Sinaloa","ISSSTE",261,2008,"masculino"
"1530","Sonora","ISSSTE",280,2008,"masculino"
"1531","Tabasco","ISSSTE",310,2008,"masculino"
"1532","Tamaulipas","ISSSTE",581,2008,"masculino"
"1533","Tlaxcala","ISSSTE",347,2008,"masculino"
"1534","Veracruz","ISSSTE",296,2008,"masculino"
"1535","Yucatan","ISSSTE",450,2008,"masculino"
"1536","Zacatecas","ISSSTE",143,2008,"masculino"
"1537","Aguascalientes","IMMS",NA,2008,"masculino"
"1538","Baja California","IMMS",83,2008,"masculino"
"1539","Baja California Sur","IMMS",NA,2008,"masculino"
"1540","Campeche","IMMS",23,2008,"masculino"
"1541","Coahuila","IMMS",169,2008,"masculino"
"1542","Colima","IMMS",NA,2008,"masculino"
"1543","Chiapas","IMMS",311,2008,"masculino"
"1544","Chihuahua","IMMS",74,2008,"masculino"
"1545","Distrito Federal","IMMS",11,2008,"masculino"
"1546","Durango","IMMS",130,2008,"masculino"
"1547","Guanajuato","IMMS",6,2008,"masculino"
"1548","Guerrero","IMMS",18,2008,"masculino"
"1549","Hidalgo","IMMS",150,2008,"masculino"
"1550","Jalisco","IMMS",8,2008,"masculino"
"1551","Mexico","IMMS",3,2008,"masculino"
"1552","Michoacan","IMMS",327,2008,"masculino"
"1553","Morelos","IMMS",6,2008,"masculino"
"1554","Nayarit","IMMS",49,2008,"masculino"
"1555","Nuevo Leon","IMMS",1,2008,"masculino"
"1556","Oaxaca","IMMS",455,2008,"masculino"
"1557","Puebla","IMMS",239,2008,"masculino"
"1558","Queretaro","IMMS",3,2008,"masculino"
"1559","Quintana Roo","IMMS",NA,2008,"masculino"
"1560","San Luis Potosi","IMMS",286,2008,"masculino"
"1561","Sinaloa","IMMS",81,2008,"masculino"
"1562","Sonora","IMMS",13,2008,"masculino"
"1563","Tabasco","IMMS",NA,2008,"masculino"
"1564","Tamaulipas","IMMS",82,2008,"masculino"
"1565","Tlaxcala","IMMS",0,2008,"masculino"
"1566","Veracruz","IMMS",579,2008,"masculino"
"1567","Yucatan","IMMS",286,2008,"masculino"
"1568","Zacatecas","IMMS",176,2008,"masculino"
"1569","Aguascalientes","DIF",10,2008,"masculino"
"1570","Baja California","DIF",NA,2008,"masculino"
"1571","Baja California Sur","DIF",NA,2008,"masculino"
"1572","Campeche","DIF",3,2008,"masculino"
"1573","Coahuila","DIF",0,2008,"masculino"
"1574","Colima","DIF",1,2008,"masculino"
"1575","Chiapas","DIF",NA,2008,"masculino"
"1576","Chihuahua","DIF",NA,2008,"masculino"
"1577","Distrito Federal","DIF",140,2008,"masculino"
"1578","Durango","DIF",0,2008,"masculino"
"1579","Guanajuato","DIF",NA,2008,"masculino"
"1580","Guerrero","DIF",NA,2008,"masculino"
"1581","Hidalgo","DIF",0,2008,"masculino"
"1582","Jalisco","DIF",56,2008,"masculino"
"1583","Mexico","DIF",1457,2008,"masculino"
"1584","Michoacan","DIF",NA,2008,"masculino"
"1585","Morelos","DIF",NA,2008,"masculino"
"1586","Nayarit","DIF",42,2008,"masculino"
"1587","Nuevo Leon","DIF",NA,2008,"masculino"
"1588","Oaxaca","DIF",50,2008,"masculino"
"1589","Puebla","DIF",655,2008,"masculino"
"1590","Queretaro","DIF",20,2008,"masculino"
"1591","Quintana Roo","DIF",NA,2008,"masculino"
"1592","San Luis Potosi","DIF",NA,2008,"masculino"
"1593","Sinaloa","DIF",235,2008,"masculino"
"1594","Sonora","DIF",NA,2008,"masculino"
"1595","Tabasco","DIF",NA,2008,"masculino"
"1596","Tamaulipas","DIF",0,2008,"masculino"
"1597","Tlaxcala","DIF",4,2008,"masculino"
"1598","Veracruz","DIF",87,2008,"masculino"
"1599","Yucatan","DIF",1,2008,"masculino"
"1600","Zacatecas","DIF",30,2008,"masculino"
"1601","Aguascalientes","PEMEX",NA,2008,"masculino"
"1602","Baja California","PEMEX",NA,2008,"masculino"
"1603","Baja California Sur","PEMEX",NA,2008,"masculino"
"1604","Campeche","PEMEX",0,2008,"masculino"
"1605","Coahuila","PEMEX",NA,2008,"masculino"
"1606","Colima","PEMEX",NA,2008,"masculino"
"1607","Chiapas","PEMEX",65,2008,"masculino"
"1608","Chihuahua","PEMEX",NA,2008,"masculino"
"1609","Distrito Federal","PEMEX",58,2008,"masculino"
"1610","Durango","PEMEX",NA,2008,"masculino"
"1611","Guanajuato","PEMEX",11,2008,"masculino"
"1612","Guerrero","PEMEX",NA,2008,"masculino"
"1613","Hidalgo","PEMEX",43,2008,"masculino"
"1614","Jalisco","PEMEX",19,2008,"masculino"
"1615","Mexico","PEMEX",NA,2008,"masculino"
"1616","Michoacan","PEMEX",NA,2008,"masculino"
"1617","Morelos","PEMEX",NA,2008,"masculino"
"1618","Nayarit","PEMEX",NA,2008,"masculino"
"1619","Nuevo Leon","PEMEX",47,2008,"masculino"
"1620","Oaxaca","PEMEX",52,2008,"masculino"
"1621","Puebla","PEMEX",110,2008,"masculino"
"1622","Queretaro","PEMEX",NA,2008,"masculino"
"1623","Quintana Roo","PEMEX",NA,2008,"masculino"
"1624","San Luis Potosi","PEMEX",1,2008,"masculino"
"1625","Sinaloa","PEMEX",0,2008,"masculino"
"1626","Sonora","PEMEX",NA,2008,"masculino"
"1627","Tabasco","PEMEX",161,2008,"masculino"
"1628","Tamaulipas","PEMEX",191,2008,"masculino"
"1629","Tlaxcala","PEMEX",NA,2008,"masculino"
"1630","Veracruz","PEMEX",238,2008,"masculino"
"1631","Yucatan","PEMEX",NA,2008,"masculino"
"1632","Zacatecas","PEMEX",NA,2008,"masculino"
"1633","Aguascalientes","SEDENA",206,2008,"masculino"
"1634","Baja California","SEDENA",15,2008,"masculino"
"1635","Baja California Sur","SEDENA",1,2008,"masculino"
"1636","Campeche","SEDENA",9,2008,"masculino"
"1637","Coahuila","SEDENA",10,2008,"masculino"
"1638","Colima","SEDENA",8,2008,"masculino"
"1639","Chiapas","SEDENA",3,2008,"masculino"
"1640","Chihuahua","SEDENA",10,2008,"masculino"
"1641","Distrito Federal","SEDENA",543,2008,"masculino"
"1642","Durango","SEDENA",8,2008,"masculino"
"1643","Guanajuato","SEDENA",61,2008,"masculino"
"1644","Guerrero","SEDENA",21,2008,"masculino"
"1645","Hidalgo","SEDENA",1,2008,"masculino"
"1646","Jalisco","SEDENA",73,2008,"masculino"
"1647","Mexico","SEDENA",136,2008,"masculino"
"1648","Michoacan","SEDENA",0,2008,"masculino"
"1649","Morelos","SEDENA",55,2008,"masculino"
"1650","Nayarit","SEDENA",0,2008,"masculino"
"1651","Nuevo Leon","SEDENA",42,2008,"masculino"
"1652","Oaxaca","SEDENA",118,2008,"masculino"
"1653","Puebla","SEDENA",3,2008,"masculino"
"1654","Queretaro","SEDENA",9,2008,"masculino"
"1655","Quintana Roo","SEDENA",3,2008,"masculino"
"1656","San Luis Potosi","SEDENA",10,2008,"masculino"
"1657","Sinaloa","SEDENA",75,2008,"masculino"
"1658","Sonora","SEDENA",13,2008,"masculino"
"1659","Tabasco","SEDENA",5,2008,"masculino"
"1660","Tamaulipas","SEDENA",5,2008,"masculino"
"1661","Tlaxcala","SEDENA",10,2008,"masculino"
"1662","Veracruz","SEDENA",52,2008,"masculino"
"1663","Yucatan","SEDENA",0,2008,"masculino"
"1664","Zacatecas","SEDENA",0,2008,"masculino"
"1665","Aguascalientes","SEMAR",NA,2008,"masculino"
"1666","Baja California","SEMAR",1,2008,"masculino"
"1667","Baja California Sur","SEMAR",32,2008,"masculino"
"1668","Campeche","SEMAR",10,2008,"masculino"
"1669","Coahuila","SEMAR",NA,2008,"masculino"
"1670","Colima","SEMAR",29,2008,"masculino"
"1671","Chiapas","SEMAR",5,2008,"masculino"
"1672","Chihuahua","SEMAR",NA,2008,"masculino"
"1673","Distrito Federal","SEMAR",53,2008,"masculino"
"1674","Durango","SEMAR",NA,2008,"masculino"
"1675","Guanajuato","SEMAR",NA,2008,"masculino"
"1676","Guerrero","SEMAR",0,2008,"masculino"
"1677","Hidalgo","SEMAR",NA,2008,"masculino"
"1678","Jalisco","SEMAR",1,2008,"masculino"
"1679","Mexico","SEMAR",NA,2008,"masculino"
"1680","Michoacan","SEMAR",4,2008,"masculino"
"1681","Morelos","SEMAR",NA,2008,"masculino"
"1682","Nayarit","SEMAR",0,2008,"masculino"
"1683","Nuevo Leon","SEMAR",NA,2008,"masculino"
"1684","Oaxaca","SEMAR",25,2008,"masculino"
"1685","Puebla","SEMAR",NA,2008,"masculino"
"1686","Queretaro","SEMAR",NA,2008,"masculino"
"1687","Quintana Roo","SEMAR",4,2008,"masculino"
"1688","San Luis Potosi","SEMAR",NA,2008,"masculino"
"1689","Sinaloa","SEMAR",14,2008,"masculino"
"1690","Sonora","SEMAR",3,2008,"masculino"
"1691","Tabasco","SEMAR",6,2008,"masculino"
"1692","Tamaulipas","SEMAR",0,2008,"masculino"
"1693","Tlaxcala","SEMAR",NA,2008,"masculino"
"1694","Veracruz","SEMAR",108,2008,"masculino"
"1695","Yucatan","SEMAR",0,2008,"masculino"
"1696","Zacatecas","SEMAR",NA,2008,"masculino"
"1697","Aguascalientes","OTRAS",206,2008,"masculino"
"1698","Baja California","OTRAS",301,2008,"masculino"
"1699","Baja California Sur","OTRAS",NA,2008,"masculino"
"1700","Campeche","OTRAS",13,2008,"masculino"
"1701","Coahuila","OTRAS",875,2008,"masculino"
"1702","Colima","OTRAS",71,2008,"masculino"
"1703","Chiapas","OTRAS",77,2008,"masculino"
"1704","Chihuahua","OTRAS",1408,2008,"masculino"
"1705","Distrito Federal","OTRAS",544,2008,"masculino"
"1706","Durango","OTRAS",101,2008,"masculino"
"1707","Guanajuato","OTRAS",443,2008,"masculino"
"1708","Guerrero","OTRAS",NA,2008,"masculino"
"1709","Hidalgo","OTRAS",20,2008,"masculino"
"1710","Jalisco","OTRAS",4405,2008,"masculino"
"1711","Mexico","OTRAS",1765,2008,"masculino"
"1712","Michoacan","OTRAS",NA,2008,"masculino"
"1713","Morelos","OTRAS",NA,2008,"masculino"
"1714","Nayarit","OTRAS",12,2008,"masculino"
"1715","Nuevo Leon","OTRAS",1568,2008,"masculino"
"1716","Oaxaca","OTRAS",21,2008,"masculino"
"1717","Puebla","OTRAS",584,2008,"masculino"
"1718","Queretaro","OTRAS",38,2008,"masculino"
"1719","Quintana Roo","OTRAS",NA,2008,"masculino"
"1720","San Luis Potosi","OTRAS",42,2008,"masculino"
"1721","Sinaloa","OTRAS",831,2008,"masculino"
"1722","Sonora","OTRAS",53,2008,"masculino"
"1723","Tabasco","OTRAS",775,2008,"masculino"
"1724","Tamaulipas","OTRAS",41,2008,"masculino"
"1725","Tlaxcala","OTRAS",50,2008,"masculino"
"1726","Veracruz","OTRAS",NA,2008,"masculino"
"1727","Yucatan","OTRAS",233,2008,"masculino"
"1728","Zacatecas","OTRAS",15,2008,"masculino"
"1729","Aguascalientes","SSA",566,2007,"masculino"
"1730","Baja California","SSA",1488,2007,"masculino"
"1731","Baja California Sur","SSA",453,2007,"masculino"
"1732","Campeche","SSA",371,2007,"masculino"
"1733","Coahuila","SSA",478,2007,"masculino"
"1734","Colima","SSA",388,2007,"masculino"
"1735","Chiapas","SSA",1559,2007,"masculino"
"1736","Chihuahua","SSA",1151,2007,"masculino"
"1737","Distrito Federal","SSA",5823,2007,"masculino"
"1738","Durango","SSA",411,2007,"masculino"
"1739","Guanajuato","SSA",2505,2007,"masculino"
"1740","Guerrero","SSA",2416,2007,"masculino"
"1741","Hidalgo","SSA",1072,2007,"masculino"
"1742","Jalisco","SSA",2978,2007,"masculino"
"1743","Mexico","SSA",6558,2007,"masculino"
"1744","Michoacan","SSA",1282,2007,"masculino"
"1745","Morelos","SSA",910,2007,"masculino"
"1746","Nayarit","SSA",589,2007,"masculino"
"1747","Nuevo Leon","SSA",995,2007,"masculino"
"1748","Oaxaca","SSA",1783,2007,"masculino"
"1749","Puebla","SSA",1382,2007,"masculino"
"1750","Queretaro","SSA",595,2007,"masculino"
"1751","Quintana Roo","SSA",320,2007,"masculino"
"1752","San Luis Potosi","SSA",1395,2007,"masculino"
"1753","Sinaloa","SSA",2462,2007,"masculino"
"1754","Sonora","SSA",657,2007,"masculino"
"1755","Tabasco","SSA",1450,2007,"masculino"
"1756","Tamaulipas","SSA",1972,2007,"masculino"
"1757","Tlaxcala","SSA",565,2007,"masculino"
"1758","Veracruz","SSA",3026,2007,"masculino"
"1759","Yucatan","SSA",734,2007,"masculino"
"1760","Zacatecas","SSA",676,2007,"masculino"
"1761","Aguascalientes","IMMS",397,2007,"masculino"
"1762","Baja California","IMMS",2592,2007,"masculino"
"1763","Baja California Sur","IMMS",491,2007,"masculino"
"1764","Campeche","IMMS",362,2007,"masculino"
"1765","Coahuila","IMMS",2965,2007,"masculino"
"1766","Colima","IMMS",578,2007,"masculino"
"1767","Chiapas","IMMS",1654,2007,"masculino"
"1768","Chihuahua","IMMS",3140,2007,"masculino"
"1769","Distrito Federal","IMMS",3767,2007,"masculino"
"1770","Durango","IMMS",1355,2007,"masculino"
"1771","Guanajuato","IMMS",2513,2007,"masculino"
"1772","Guerrero","IMMS",2037,2007,"masculino"
"1773","Hidalgo","IMMS",741,2007,"masculino"
"1774","Jalisco","IMMS",5376,2007,"masculino"
